Date,Description,Description - cleaned,Category,Money in,Money Out,Balance
30/03/2022,CARD PAYMENT TO COSTA COFFEE,Costa Coffee,Food & Drink,,3.14,"4,861.44"
31/03/2022,CARD PAYMENT TO GREGGS,Greggs,Food & Drink,,8.67,"4,852.77"
01/04/2022,SALARY PAYMENT ACME ENGINEERING LTD,Salary,Income,2696.57,,"7,549.34"
01/04/2022,CARD PAYMENT TO UBER,Uber,Transport,,55.09,"7,494.25"
02/04/2022,DIRECT DEBIT TO LANDLORD RENT PAYMENT,Rent,Housing,,850,"6,644.25"
02/04/2022,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,14.94,"6,629.31"
03/04/2022,DIRECT DEBIT TO VIRGIN MEDIA,Virgin Media,Utilities,,38.6,"6,590.71"
05/04/2022,DIRECT DEBIT TO UNITED UTILITIES,United Utilities,Utilities,,57.29,"6,533.42"
06/04/2022,CARD PAYMENT TO GREGGS,Greggs,Food & Drink,,5.65,"6,527.77"
07/04/2022,DIRECT DEBIT TO VIRGIN MEDIA,Virgin Media,Utilities,,91.61,"6,436.16"
07/04/2022,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,34.5,"6,401.66"
07/04/2022,CARD PAYMENT TO GREGGS,Greggs,Food & Drink,,19.73,"6,381.93"
08/04/2022,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,89.36,"6,292.57"
09/04/2022,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,30.51,"6,262.06"
10/04/2022,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,20.29,"6,241.77"
10/04/2022,CARD PAYMENT TO BP,BP,Transport,,45.03,"6,196.74"
11/04/2022,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,16.72,"6,180.02"
11/04/2022,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,91.37,"6,088.65"
11/04/2022,CARD PAYMENT TO IKEA,Ikea,Shopping,,95.35,"5,993.30"
15/04/2022,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,13.84,"5,979.46"
15/04/2022,CARD PAYMENT TO DELIVEROO,Deliveroo,Food & Drink,,5.04,"5,974.42"
18/04/2022,CARD PAYMENT TO SHELL,Shell,Transport,,36.68,"5,937.74"
19/04/2022,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,22.66,"5,915.08"
19/04/2022,CARD PAYMENT TO STEAM,Steam,Recreation,,33.24,"5,881.84"
21/04/2022,CARD PAYMENT TO AMAZON,Amazon,Shopping,,124.34,"5,757.50"
21/04/2022,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,11.32,"5,746.18"
22/04/2022,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,47.69,"5,698.49"
23/04/2022,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,2.65,"5,695.84"
24/04/2022,CARD PAYMENT TO SHELL,Shell,Transport,,21.75,"5,674.09"
24/04/2022,CARD PAYMENT TO SHELL,Shell,Transport,,42.77,"5,631.32"
25/04/2022,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,75.07,"5,556.25"
25/04/2022,CARD PAYMENT TO TESCO,Tesco,Groceries,,63.89,"5,492.36"
26/04/2022,CARD PAYMENT TO DELIVEROO,Deliveroo,Food & Drink,,29.15,"5,463.21"
26/04/2022,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,23.17,"5,440.04"
27/04/2022,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,41.92,"5,398.12"
29/04/2022,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,50.98,"5,347.14"
29/04/2022,CARD PAYMENT TO IKEA,Ikea,Shopping,,95.33,"5,251.81"
30/04/2022,CARD PAYMENT TO LIDL,Lidl,Groceries,,58.28,"5,193.53"
30/04/2022,CARD PAYMENT TO NETFLIX,Netflix,Subscriptions,,5.68,"5,187.85"
01/05/2022,SALARY PAYMENT ACME ENGINEERING LTD,Salary,Income,2605.82,,"7,793.67"
01/05/2022,CARD PAYMENT TO BP,BP,Transport,,17.72,"7,775.95"
01/05/2022,CARD PAYMENT TO AMAZON,Amazon,Shopping,,124.08,"7,651.87"
02/05/2022,DIRECT DEBIT TO LANDLORD RENT PAYMENT,Rent,Housing,,850,"6,801.87"
02/05/2022,CARD PAYMENT TO AMAZON,Amazon,Shopping,,94.45,"6,707.42"
02/05/2022,CARD PAYMENT TO APPLE,Apple,Subscriptions,,5.37,"6,702.05"
02/05/2022,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,42.5,"6,659.55"
03/05/2022,DIRECT DEBIT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,42.06,"6,617.49"
04/05/2022,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,28.07,"6,589.42"
05/05/2022,DIRECT DEBIT TO UNITED UTILITIES,United Utilities,Utilities,,35.28,"6,554.14"
05/05/2022,CARD PAYMENT TO STEAM,Steam,Recreation,,35.83,"6,518.31"
06/05/2022,CARD PAYMENT TO ASDA,Asda,Groceries,,49.49,"6,468.82"
07/05/2022,DIRECT DEBIT TO VIRGIN MEDIA,Virgin Media,Utilities,,91.31,"6,377.51"
07/05/2022,CARD PAYMENT TO APPLE,Apple,Subscriptions,,15.88,"6,361.63"
08/05/2022,CARD PAYMENT TO UBER,Uber,Transport,,39.24,"6,322.39"
10/05/2022,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,35.85,"6,286.54"
10/05/2022,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,5.68,"6,280.86"
11/05/2022,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,5.75,"6,275.11"
12/05/2022,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,9.33,"6,265.78"
12/05/2022,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,16.04,"6,249.74"
15/05/2022,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,29.27,"6,220.47"
15/05/2022,CARD PAYMENT TO ASDA,Asda,Groceries,,45.01,"6,175.46"
16/05/2022,CARD PAYMENT TO AMAZON,Amazon,Shopping,,130.11,"6,045.35"
16/05/2022,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,76.31,"5,969.04"
16/05/2022,CARD PAYMENT TO APPLE,Apple,Subscriptions,,7.61,"5,961.43"
18/05/2022,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,26.47,"5,934.96"
18/05/2022,CARD PAYMENT TO SHELL,Shell,Transport,,22.73,"5,912.23"
19/05/2022,CARD PAYMENT TO STEAM,Steam,Recreation,,10.27,"5,901.96"
19/05/2022,CARD PAYMENT TO LIDL,Lidl,Groceries,,37.78,"5,864.18"
21/05/2022,CARD PAYMENT TO TRAINLINE,Trainline,Transport,,29.26,"5,834.92"
21/05/2022,CARD PAYMENT TO STARBUCKS,Starbucks,Food & Drink,,14.5,"5,820.42"
22/05/2022,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,31.18,"5,789.24"
22/05/2022,CARD PAYMENT TO IKEA,Ikea,Shopping,,178.65,"5,610.59"
23/05/2022,CARD PAYMENT TO UBER,Uber,Transport,,36.71,"5,573.88"
23/05/2022,CARD PAYMENT TO NETFLIX,Netflix,Subscriptions,,7.92,"5,565.96"
24/05/2022,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,38.88,"5,527.08"
24/05/2022,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,71.3,"5,455.78"
24/05/2022,CARD PAYMENT TO DELIVEROO,Deliveroo,Food & Drink,,9.2,"5,446.58"
25/05/2022,CARD PAYMENT TO STARBUCKS,Starbucks,Food & Drink,,16.73,"5,429.85"
28/05/2022,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,68.26,"5,361.59"
29/05/2022,CARD PAYMENT TO APPLE,Apple,Subscriptions,,3.41,"5,358.18"
30/05/2022,CARD PAYMENT TO TRAINLINE,Trainline,Transport,,12.16,"5,346.02"
30/05/2022,CARD PAYMENT TO ASDA,Asda,Groceries,,29.91,"5,316.11"
31/05/2022,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,58.18,"5,257.93"
01/06/2022,SALARY PAYMENT ACME ENGINEERING LTD,Salary,Income,2422.99,,"7,680.92"
01/06/2022,CARD PAYMENT TO APPLE,Apple,Subscriptions,,2.17,"7,678.75"
02/06/2022,DIRECT DEBIT TO LANDLORD RENT PAYMENT,Rent,Housing,,850,"6,828.75"
02/06/2022,CARD PAYMENT TO SHELL,Shell,Transport,,48.77,"6,779.98"
03/06/2022,DIRECT DEBIT TO UNITED UTILITIES,United Utilities,Utilities,,73.89,"6,706.09"
03/06/2022,CARD PAYMENT TO MORRISONS,Morrisons,Groceries,,21.64,"6,684.45"
05/06/2022,DIRECT DEBIT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,31.08,"6,653.37"
05/06/2022,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,60.18,"6,593.19"
05/06/2022,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,51.06,"6,542.13"
07/06/2022,DIRECT DEBIT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,63.47,"6,478.66"
07/06/2022,CARD PAYMENT TO IKEA,Ikea,Shopping,,52.34,"6,426.32"
07/06/2022,CARD PAYMENT TO UBER,Uber,Transport,,56.35,"6,369.97"
09/06/2022,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,27.78,"6,342.19"
11/06/2022,CARD PAYMENT TO AMAZON,Amazon,Shopping,,147.49,"6,194.70"
11/06/2022,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,50.66,"6,144.04"
12/06/2022,CARD PAYMENT TO APPLE,Apple,Subscriptions,,11.01,"6,133.03"
12/06/2022,CARD PAYMENT TO TRAINLINE,Trainline,Transport,,57.98,"6,075.05"
13/06/2022,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,9.71,"6,065.34"
13/06/2022,CARD PAYMENT TO STEAM,Steam,Recreation,,29.13,"6,036.21"
13/06/2022,CARD PAYMENT TO BP,BP,Transport,,49.61,"5,986.60"
14/06/2022,CARD PAYMENT TO AMAZON,Amazon,Shopping,,130.64,"5,855.96"
14/06/2022,CARD PAYMENT TO STEAM,Steam,Recreation,,24.36,"5,831.60"
14/06/2022,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,24.56,"5,807.04"
15/06/2022,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,7.66,"5,799.38"
16/06/2022,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,35.74,"5,763.64"
16/06/2022,CARD PAYMENT TO UBER,Uber,Transport,,46.33,"5,717.31"
17/06/2022,CARD PAYMENT TO TRAINLINE,Trainline,Transport,,18.75,"5,698.56"
18/06/2022,CARD PAYMENT TO TRAINLINE,Trainline,Transport,,16.11,"5,682.45"
22/06/2022,CARD PAYMENT TO LIDL,Lidl,Groceries,,62.61,"5,619.84"
22/06/2022,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,11.93,"5,607.91"
23/06/2022,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,19.14,"5,588.77"
24/06/2022,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,65.01,"5,523.76"
24/06/2022,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,28.66,"5,495.10"
25/06/2022,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,10.04,"5,485.06"
25/06/2022,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,47.43,"5,437.63"
25/06/2022,CARD PAYMENT TO DELIVEROO,Deliveroo,Food & Drink,,16.99,"5,420.64"
26/06/2022,CARD PAYMENT TO TESCO,Tesco,Groceries,,46.42,"5,374.22"
26/06/2022,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,39.53,"5,334.69"
27/06/2022,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,16.83,"5,317.86"
27/06/2022,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,57.93,"5,259.93"
28/06/2022,CARD PAYMENT TO CURRYS,Currys,Shopping,,97.3,"5,162.63"
28/06/2022,CARD PAYMENT TO UBER,Uber,Transport,,44.44,"5,118.19"
29/06/2022,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,61.14,"5,057.05"
29/06/2022,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,10.9,"5,046.15"
30/06/2022,CARD PAYMENT TO DELIVEROO,Deliveroo,Food & Drink,,10.29,"5,035.86"
01/07/2022,SALARY PAYMENT ACME ENGINEERING LTD,Salary,Income,2494.32,,"7,530.18"
01/07/2022,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,28.75,"7,501.43"
01/07/2022,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,41.26,"7,460.17"
01/07/2022,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,27.48,"7,432.69"
02/07/2022,DIRECT DEBIT TO LANDLORD RENT PAYMENT,Rent,Housing,,850,"6,582.69"
02/07/2022,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,6.02,"6,576.67"
03/07/2022,DIRECT DEBIT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,52.89,"6,523.78"
03/07/2022,CARD PAYMENT TO SAINSBURYS,Sainsburys,Groceries,,54.39,"6,469.39"
04/07/2022,CARD PAYMENT TO PRET,Pret,Food & Drink,,23.1,"6,446.29"
04/07/2022,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,28.02,"6,418.27"
05/07/2022,DIRECT DEBIT TO VIRGIN MEDIA,Virgin Media,Utilities,,49.09,"6,369.18"
05/07/2022,CARD PAYMENT TO GREGGS,Greggs,Food & Drink,,26.42,"6,342.76"
05/07/2022,CARD PAYMENT TO BP,BP,Transport,,58.93,"6,283.83"
06/07/2022,CARD PAYMENT TO IKEA,Ikea,Shopping,,126.08,"6,157.75"
06/07/2022,CARD PAYMENT TO APPLE,Apple,Subscriptions,,16.23,"6,141.52"
07/07/2022,DIRECT DEBIT TO VIRGIN MEDIA,Virgin Media,Utilities,,67.96,"6,073.56"
07/07/2022,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,33.83,"6,039.73"
07/07/2022,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,119.16,"5,920.57"
08/07/2022,CARD PAYMENT TO COSTA COFFEE,Costa Coffee,Food & Drink,,7.37,"5,913.20"
08/07/2022,CARD PAYMENT TO TRAINLINE,Trainline,Transport,,24.48,"5,888.72"
08/07/2022,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,23.37,"5,865.35"
09/07/2022,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,49.05,"5,816.30"
09/07/2022,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,83.31,"5,732.99"
09/07/2022,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,10.63,"5,722.36"
10/07/2022,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,45.03,"5,677.33"
12/07/2022,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,9.64,"5,667.69"
14/07/2022,CARD PAYMENT TO TESCO,Tesco,Groceries,,51.94,"5,615.75"
17/07/2022,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,34.47,"5,581.28"
18/07/2022,CARD PAYMENT TO STEAM,Steam,Recreation,,22.37,"5,558.91"
18/07/2022,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,41.32,"5,517.59"
18/07/2022,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,42.73,"5,474.86"
21/07/2022,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,92.09,"5,382.77"
22/07/2022,CARD PAYMENT TO NETFLIX,Netflix,Subscriptions,,17.51,"5,365.26"
24/07/2022,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,74.54,"5,290.72"
24/07/2022,CARD PAYMENT TO NETFLIX,Netflix,Subscriptions,,14.88,"5,275.84"
25/07/2022,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,30.61,"5,245.23"
25/07/2022,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,5.48,"5,239.75"
26/07/2022,CARD PAYMENT TO IKEA,Ikea,Shopping,,92.42,"5,147.33"
28/07/2022,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,2.15,"5,145.18"
28/07/2022,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,55.82,"5,089.36"
28/07/2022,CARD PAYMENT TO LIDL,Lidl,Groceries,,29.3,"5,060.06"
29/07/2022,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,34.99,"5,025.07"
29/07/2022,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,33.24,"4,991.83"
31/07/2022,CARD PAYMENT TO TRAINLINE,Trainline,Transport,,22.8,"4,969.03"
31/07/2022,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,19.4,"4,949.63"
01/08/2022,SALARY PAYMENT ACME ENGINEERING LTD,Salary,Income,2427.39,,"7,377.02"
01/08/2022,CARD PAYMENT TO STEAM,Steam,Recreation,,41.84,"7,335.18"
02/08/2022,DIRECT DEBIT TO LANDLORD RENT PAYMENT,Rent,Housing,,850,"6,485.18"
02/08/2022,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,41.14,"6,444.04"
02/08/2022,CARD PAYMENT TO TRAINLINE,Trainline,Transport,,9.01,"6,435.03"
02/08/2022,CARD PAYMENT TO LIDL,Lidl,Groceries,,9.26,"6,425.77"
03/08/2022,DIRECT DEBIT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,44.75,"6,381.02"
03/08/2022,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,5.72,"6,375.30"
04/08/2022,CARD PAYMENT TO ALDI,Aldi,Groceries,,20.38,"6,354.92"
05/08/2022,DIRECT DEBIT TO VIRGIN MEDIA,Virgin Media,Utilities,,46.81,"6,308.11"
05/08/2022,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,129.99,"6,178.12"
05/08/2022,CARD PAYMENT TO MORRISONS,Morrisons,Groceries,,12.57,"6,165.55"
05/08/2022,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,16.99,"6,148.56"
06/08/2022,CARD PAYMENT TO UBER EATS,Uber Eats,Food & Drink,,15.69,"6,132.87"
06/08/2022,CARD PAYMENT TO TRAINLINE,Trainline,Transport,,50.5,"6,082.37"
06/08/2022,CARD PAYMENT TO TESCO,Tesco,Groceries,,63.55,"6,018.82"
07/08/2022,DIRECT DEBIT TO UNITED UTILITIES,United Utilities,Utilities,,42.43,"5,976.39"
07/08/2022,CARD PAYMENT TO SHELL,Shell,Transport,,18.36,"5,958.03"
07/08/2022,CARD PAYMENT TO UBER EATS,Uber Eats,Food & Drink,,20.98,"5,937.05"
07/08/2022,CARD PAYMENT TO UBER,Uber,Transport,,28.23,"5,908.82"
08/08/2022,CARD PAYMENT TO CURRYS,Currys,Shopping,,118.81,"5,790.01"
08/08/2022,CARD PAYMENT TO ASDA,Asda,Groceries,,61.43,"5,728.58"
10/08/2022,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,5.18,"5,723.40"
10/08/2022,CARD PAYMENT TO ASDA,Asda,Groceries,,20.41,"5,702.99"
12/08/2022,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,20.9,"5,682.09"
13/08/2022,CARD PAYMENT TO PRET,Pret,Food & Drink,,24.31,"5,657.78"
16/08/2022,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,39.69,"5,618.09"
16/08/2022,CARD PAYMENT TO BP,BP,Transport,,34,"5,584.09"
17/08/2022,CARD PAYMENT TO TESCO,Tesco,Groceries,,28.26,"5,555.83"
17/08/2022,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,29.14,"5,526.69"
19/08/2022,CARD PAYMENT TO NETFLIX,Netflix,Subscriptions,,7.07,"5,519.62"
20/08/2022,CARD PAYMENT TO NETFLIX,Netflix,Subscriptions,,2.34,"5,517.28"
20/08/2022,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,63.46,"5,453.82"
21/08/2022,CARD PAYMENT TO ALDI,Aldi,Groceries,,48.28,"5,405.54"
22/08/2022,CARD PAYMENT TO NETFLIX,Netflix,Subscriptions,,11.07,"5,394.47"
23/08/2022,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,60.43,"5,334.04"
24/08/2022,CARD PAYMENT TO UBER EATS,Uber Eats,Food & Drink,,7.19,"5,326.85"
25/08/2022,CARD PAYMENT TO WATERSTONES,Waterstones,Recreation,,28.36,"5,298.49"
25/08/2022,CARD PAYMENT TO ASDA,Asda,Groceries,,36.84,"5,261.65"
26/08/2022,CARD PAYMENT TO LIDL,Lidl,Groceries,,56.84,"5,204.81"
27/08/2022,CARD PAYMENT TO AMAZON,Amazon,Shopping,,123.62,"5,081.19"
28/08/2022,CARD PAYMENT TO UBER,Uber,Transport,,47.82,"5,033.37"
28/08/2022,CARD PAYMENT TO UNITED UTILITIES,United Utilities,Utilities,,17.74,"5,015.63"
28/08/2022,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,26.63,"4,989.00"
31/08/2022,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,14.09,"4,974.91"
01/09/2022,SALARY PAYMENT ACME ENGINEERING LTD,Salary,Income,2594.15,,"7,569.06"
02/09/2022,DIRECT DEBIT TO LANDLORD RENT PAYMENT,Rent,Housing,,850,"6,719.06"
03/09/2022,DIRECT DEBIT TO UNITED UTILITIES,United Utilities,Utilities,,69.92,"6,649.14"
03/09/2022,CARD PAYMENT TO DISNEY PLUS,Disney Plus,Subscriptions,,2.79,"6,646.35"
03/09/2022,CARD PAYMENT TO SHELL,Shell,Transport,,8.68,"6,637.67"
03/09/2022,CARD PAYMENT TO UBER,Uber,Transport,,56.28,"6,581.39"
05/09/2022,DIRECT DEBIT TO VIRGIN MEDIA,Virgin Media,Utilities,,81.07,"6,500.32"
06/09/2022,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,67.65,"6,432.67"
07/09/2022,DIRECT DEBIT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,82.66,"6,350.01"
07/09/2022,CARD PAYMENT TO ASDA,Asda,Groceries,,12.01,"6,338.00"
08/09/2022,CARD PAYMENT TO STARBUCKS,Starbucks,Food & Drink,,28.94,"6,309.06"
08/09/2022,CARD PAYMENT TO COSTA COFFEE,Costa Coffee,Food & Drink,,22.58,"6,286.48"
09/09/2022,CARD PAYMENT TO BP,BP,Transport,,35.36,"6,251.12"
09/09/2022,CARD PAYMENT TO BP,BP,Transport,,37.04,"6,214.08"
10/09/2022,CARD PAYMENT TO NANDOS,Nandos,Food & Drink,,20.24,"6,193.84"
10/09/2022,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,130.92,"6,062.92"
10/09/2022,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,30.01,"6,032.91"
12/09/2022,CARD PAYMENT TO CURRYS,Currys,Shopping,,103.09,"5,929.82"
13/09/2022,CARD PAYMENT TO IKEA,Ikea,Shopping,,105.76,"5,824.06"
13/09/2022,CARD PAYMENT TO IKEA,Ikea,Shopping,,83.04,"5,741.02"
13/09/2022,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,56.5,"5,684.52"
14/09/2022,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,41.6,"5,642.92"
15/09/2022,CARD PAYMENT TO APPLE,Apple,Subscriptions,,2,"5,640.92"
15/09/2022,CARD PAYMENT TO MORRISONS,Morrisons,Groceries,,41.96,"5,598.96"
16/09/2022,CARD PAYMENT TO STEAM,Steam,Recreation,,25.02,"5,573.94"
17/09/2022,CARD PAYMENT TO TRAINLINE,Trainline,Transport,,9.13,"5,564.81"
19/09/2022,CARD PAYMENT TO COSTA COFFEE,Costa Coffee,Food & Drink,,15.43,"5,549.38"
20/09/2022,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,21.52,"5,527.86"
21/09/2022,CARD PAYMENT TO TRAINLINE,Trainline,Transport,,50.18,"5,477.68"
23/09/2022,CARD PAYMENT TO SHELL,Shell,Transport,,45.63,"5,432.05"
23/09/2022,CARD PAYMENT TO NETFLIX,Netflix,Subscriptions,,9.81,"5,422.24"
25/09/2022,CARD PAYMENT TO ASDA,Asda,Groceries,,54.08,"5,368.16"
25/09/2022,CARD PAYMENT TO PUREGYM,PureGym,Fitness,,66.81,"5,301.35"
26/09/2022,CARD PAYMENT TO JD SPORTS,JD Sports,Shopping,,83.73,"5,217.62"
26/09/2022,CARD PAYMENT TO NANDOS,Nandos,Food & Drink,,23.8,"5,193.82"
28/09/2022,CARD PAYMENT TO MORRISONS,Morrisons,Groceries,,37.89,"5,155.93"
28/09/2022,CARD PAYMENT TO CURRYS,Currys,Shopping,,68.93,"5,087.00"
28/09/2022,CARD PAYMENT TO BP,BP,Transport,,10.63,"5,076.37"
29/09/2022,CARD PAYMENT TO SPOTIFY,Spotify,Subscriptions,,5.55,"5,070.82"
29/09/2022,CARD PAYMENT TO CINEWORLD,Cineworld,Recreation,,17.4,"5,053.42"
29/09/2022,CARD PAYMENT TO AMAZON,Amazon,Shopping,,93.52,"4,959.90"
01/10/2022,SALARY PAYMENT ACME ENGINEERING LTD,Salary,Income,2619.26,,"7,579.16"
01/10/2022,CARD PAYMENT TO PRET,Pret,Food & Drink,,16.55,"7,562.61"
01/10/2022,CARD PAYMENT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,26.64,"7,535.97"
02/10/2022,DIRECT DEBIT TO LANDLORD RENT PAYMENT,Rent,Housing,,850,"6,685.97"
02/10/2022,CARD PAYMENT TO APPLE,Apple,Subscriptions,,12.44,"6,673.53"
03/10/2022,DIRECT DEBIT TO OCTOPUS ENERGY,Octopus Energy,Utilities,,64.28,"6,609.25"
03/10/2022,CARD PAYMENT TO SHELL,Shell,Transport,,21.85,"6,587.40"
04/10/2022,CARD PAYMENT TO AMAZON,Amazon,Shopping,,33.57,"6,553.83"
04/10/2022,CARD PAYMENT TO DECATHLON,Decathlon,Fitness,,41.92,"6,511.91"
04/10/2022,CARD PAYMENT TO TRAINLINE,Trainline,Transport,,25.92,"6,485.99"
05/10/2022,DIRECT DEBIT TO UNITED UTILITIES,United Utilities,Utilities,,26.69,"6,459.30"
05/10/2022,CARD PAYMENT TO VIRGIN MEDIA,Virgin Media,Utilities,,32.73,"6,426.57"
05/10/2022,CARD PAYMENT TO NETFLIX,Netflix,Subscriptions,,9.05,"6,417.52"
06/10/2022,CARD PAYMENT TO TRAINLINE,Trainline,Transport,,16.11,"6,401.41"
07/10/2022,DIRECT DEBIT TO UNITED UTILITIES,United Utilities,Utilities,,84.69,"6,316.72"
10/10/2022,CARD PAYMENT TO STEAM,Steam,Recreation,,27.16,"6,289.56"
12/10/2022,CARD PAYMENT TO APPLE,Apple,Subscriptions,,2.36,"6,287.20"
12/10/2022,CARD PAYMENT TO BP,BP,Transport,,18.6,"6,268.60"
13/10/2022,CARD PAYMENT TO NETFLIX,Netflix,Subscriptions,,13.12,"6,255.48"
15/10/2022,CARD PAYMENT TO MORRISONS,Morrisons,Groceries,,17.71,"6,237.77"
16/10/2022,CARD PAYMENT TO TRAINLINE,Trainline,Transport,,10.76,"6,227.01"
16/10/2022,CARD PAYMENT TO TESCO,Tesco,Groceries,,30.15,"6,196.86"
